file,start_time,end_time,ANIA_song
all_audio/5120.wav,21.0,24.0,1
all_audio/5024.wav,36.0,39.0,1
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/D6-0_11879/Data/SMM11879_20240606_101400.wav,111.0,114.0,1
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/H7-3_11436/Data/SMM11436_20240528_181500.wav,222.0,225.0,1
all_audio/5052.wav,6.0,9.0,1
/media/kiwi/datasets/finalized/kaua2024a/PUAI_OS/OS-HPK-18_14266/Data/SMM14266_20240429_172700.wav,30.0,33.0,1
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/E6-3_11851/Data/SMM11851_20240512_162000.wav,234.0,237.0,1
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/E6-0_11800/Data/SMM11800_20240502_142500.wav,69.0,72.0,1
all_audio/27338.mp3,57.0,60.0,1
/media/kiwi/datasets/finalized/kaua2024a/PUAI_OS/OS-MOH-06_14249/Data/SMM14249_20240502_172500.wav,27.0,30.0,1
/media/kiwi/datasets/finalized/kaua2024a/PUAI_OS/OS-MOH-14_14258/Data/SMM14258_20240501_072600.wav,27.0,30.0,1
all_audio/5024.wav,21.0,24.0,1
all_audio/155981941.wav,42.0,45.0,1
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/G6-0_11452/Data/SMM11452_20240428_142800.wav,33.0,36.0,1
all_audio/155993031.wav,6.0,9.0,1
all_audio/5051.wav,21.0,24.0,1
all_audio/155552771.wav,12.0,15.0,1
all_audio/27338.mp3,48.0,51.0,1
all_audio/155993031.wav,3.0,6.0,1
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/D4-4_11791/Data/SMM11791_20240502_082500.wav,108.0,111.0,1
/media/kiwi/datasets/finalized/kaua2024a/PUAI_OS/OS-HH-07_14352/Data/SMM14352_20240522_091600.wav,114.0,117.0,1
all_audio/155977701.wav,15.0,18.0,1
/media/kiwi/datasets/finalized/kaua2024a/PUAI_OS/OS-HH-13_14348/Data/SMM14348_20240509_082100.wav,156.0,159.0,1
all_audio/156095391.wav,6.0,9.0,1
all_audio/5120.wav,6.0,9.0,1
all_audio/156095391.wav,42.0,45.0,1
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/I8-0_11531/Data/SMM11531_20240529_111400.wav,231.0,234.0,1
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/D6-0_11879/Data/SMM11879_20240520_111700.wav,72.0,75.0,1
all_audio/210206.mp3,15.0,18.0,1
/media/kiwi/datasets/finalized/kaua2024a/PUAI_OS/OS-HH-11_14261/Data/SMM14261_20240501_152600.wav,123.0,126.0,1
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/E5-0_11439/Data/SMM11439_20240522_141600.wav,72.0,75.0,1
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/D6-2-additional_11923/Data/SMM11923_20240331_185100.wav,135.0,138.0,1
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/D3-4-additional_11429/Data/SMM11429_20240501_172600.wav,126.0,129.0,1
all_audio/457863821.wav,0.0,3.0,1
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/I8-0_11531/Data/SMM11531_20240524_081500.wav,192.0,195.0,1
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/I8-0_11531/Data/SMM11531_20240519_111700.wav,153.0,156.0,1
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/I8-0_11531/Data/SMM11531_20240519_111700.wav,153.0,156.0,1
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/I8-0_11531/Data/SMM11531_20240519_111700.wav,12.0,15.0,1
all_audio/210206.mp3,12.0,15.0,1
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/D6-0_11879/Data/SMM11879_20240521_081600.wav,30.0,33.0,1
all_audio/5025.wav,18.0,21.0,1
all_audio/5057.wav,9.0,12.0,1
all_audio/611565776.wav,6.0,9.0,1
all_audio/5024.wav,6.0,9.0,1
all_audio/5057.wav,15.0,18.0,1
all_audio/27338.mp3,33.0,36.0,1
all_audio/155552771.wav,6.0,9.0,1
/media/kiwi/datasets/finalized/kaua2024a/PUAI_OS/OS-HPK-06_14268/Data/SMM14268_20240522_071600.wav,231.0,234.0,1
/media/kiwi/datasets/finalized/kaua2024a/PUAI_OS/OS-HPK-04_14371/Data/SMM14371_20240522_091600.wav,195.0,198.0,1
all_audio/59047.mp3,6.0,9.0,1
all_audio/155552771.wav,12.0,15.0,1
/media/kiwi/datasets/finalized/kaua2024a/PUAI_OS/OS-MOH-14_14258/Data/SMM14258_20240501_072600.wav,21.0,24.0,1
all_audio/5025.wav,21.0,24.0,1
all_audio/155977701.wav,18.0,21.0,1
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/D4-4_11791/Data/SMM11791_20240502_082500.wav,126.0,129.0,1
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/H7-3_11436/Data/SMM11436_20240426_172900.wav,216.0,219.0,1
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/E6-0_11800/Data/SMM11800_20240501_132600.wav,198.0,201.0,1
/media/kiwi/datasets/finalized/kaua2024a/PUAI_OS/OS-HPK-14_14282/Data/SMM14282_20240422_093200.wav,81.0,84.0,1
all_audio/155551621.wav,9.0,12.0,1
all_audio/155977701.wav,3.0,6.0,1
all_audio/5024.wav,33.0,36.0,1
all_audio/5024.wav,24.0,27.0,1
/media/kiwi/datasets/finalized/kaua2024a/PUAI_OS/OS-HH-09_14234/Data/SMM14234_20240524_171500.wav,84.0,87.0,1
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/I8-0_11531/Data/SMM11531_20240517_191800.wav,27.0,30.0,1
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/E6-0_11800/Data/SMM11800_20240403_164900.wav,117.0,120.0,1
all_audio/5051.wav,30.0,33.0,1
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/I8-0_11531/Data/SMM11531_20240517_191800.wav,27.0,30.0,1
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/E7-2-extra_11917/Data/SMM11917_20240612_121400.wav,99.0,102.0,1
all_audio/5024.wav,15.0,18.0,1
all_audio/5120.wav,24.0,27.0,1
all_audio/156091481.wav,3.0,6.0,1
all_audio/59047.mp3,9.0,12.0,1
all_audio/155981941.wav,6.0,9.0,1
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/E5-0_11439/Data/SMM11439_20240522_141600.wav,75.0,78.0,1
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/E6-0_11800/Data/SMM11800_20240502_142500.wav,234.0,237.0,1
all_audio/155993031.wav,3.0,6.0,1
all_audio/5024.wav,57.0,60.0,1
all_audio/155977701.wav,24.0,27.0,1
all_audio/155552771.wav,0.0,3.0,1
all_audio/611565776.wav,0.0,3.0,1
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/I8-0_11531/Data/SMM11531_20240524_181500.wav,120.0,123.0,1
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/E6-0_11800/Data/SMM11800_20240429_122700.wav,144.0,147.0,1
all_audio/155551621.wav,0.0,3.0,1
all_audio/27338.mp3,12.0,15.0,1
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/C4-4-extra_11430/Data/SMM11430_20240528_111500.wav,15.0,18.0,1
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/D6-0_11879/Data/SMM11879_20240513_081900.wav,114.0,117.0,1
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/C4-4-extra_11430/Data/SMM11430_20240528_161500.wav,66.0,69.0,1
all_audio/156091021.wav,6.0,9.0,1
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/D6-0_11879/Data/SMM11879_20240530_061400.wav,132.0,135.0,1
/media/kiwi/datasets/finalized/kaua2024a/PUAI_OS/OS-MOH-02_14373/Data/SMM14373_20240522_071600.wav,123.0,126.0,1
all_audio/155977701.wav,0.0,3.0,1
all_audio/156091021.wav,27.0,30.0,1
all_audio/5052.wav,33.0,36.0,1
/media/kiwi/datasets/finalized/kaua2024a/PUAI_OS/OS-UUK-16_11863/Data/SMM11863_20240509_102100.wav,15.0,18.0,1
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/D3-4-additional_11429/Data/SMM11429_20240501_072600.wav,162.0,165.0,1
/media/kiwi/datasets/finalized/kaua2024a/PUAI_OS/OS-MOH-14_14258/Data/SMM14258_20240503_142500.wav,114.0,117.0,1
/media/kiwi/datasets/finalized/kaua2024a/PUAI_OS/OS-HH-07_14352/Data/SMM14352_20240521_171700.wav,225.0,228.0,1
all_audio/457863821.wav,3.0,6.0,1
all_audio/59046.mp3,0.0,3.0,1
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/I8-2-additional_11450/Data/SMM11450_20240505_092300.wav,15.0,18.0,1
/media/kiwi/datasets/finalized/kaua2024a/PUAI_OS/OS-MOH-06_14249/Data/SMM14249_20240502_172500.wav,42.0,45.0,1
all_audio/155981941.wav,18.0,21.0,1
all_audio/155552771.wav,18.0,21.0,1
/media/kiwi/datasets/finalized/kaua2024a/PUAI_OS/OS-HH-13_14348/Data/SMM14348_20240511_112000.wav,9.0,12.0,1
all_audio/155551331.wav,15.0,18.0,1
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/D6-0_11879/Data/SMM11879_20240606_101400.wav,147.0,150.0,1
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/E7-2-extra_11917/Data/SMM11917_20240531_091400.wav,87.0,90.0,1
all_audio/5024.wav,54.0,57.0,1
all_audio/156095061.wav,3.0,6.0,1
/media/kiwi/datasets/finalized/kaua2024a/PUAI_OS/OS-HPK-04_14371/Data/SMM14371_20240608_091400.wav,225.0,228.0,1
all_audio/155981941.wav,54.0,57.0,1
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/F8-0_11855/Data/SMM11855_20240429_102800.wav,192.0,195.0,1
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/D5-4_11471/Data/SMM11471_20240524_081600.wav,153.0,156.0,1
/media/kiwi/datasets/finalized/kaua2024a/PUAI_OS/OS-HPK-02_14354/Data/SMM14354_20240531_161400.wav,48.0,51.0,1
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/I8-0_11531/Data/SMM11531_20240422_183200.wav,177.0,180.0,1
all_audio/5120.wav,15.0,18.0,1
all_audio/156091641.wav,3.0,6.0,1
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/E6-0_11800/Data/SMM11800_20240429_122700.wav,144.0,147.0,1
/media/kiwi/datasets/finalized/kaua2024a/PUAI_OS/OS-MOH-08_14243/Data/SMM14243_20240508_102200.wav,198.0,201.0,1
all_audio/27338.mp3,30.0,33.0,1
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/I8-0_11531/Data/SMM11531_20240521_171600.wav,207.0,210.0,1
all_audio/5025.wav,39.0,42.0,1
/media/kiwi/datasets/finalized/kaua2024a/PUAI_OS/OS-UUK-10_11859/Data/SMM11859_20240526_171500.wav,84.0,87.0,1
all_audio/611565776.wav,9.0,12.0,1
all_audio/5047.wav,12.0,15.0,1
all_audio/155993031.wav,0.0,3.0,1
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/I8-2-additional_11450/Data/SMM11450_20240505_092300.wav,15.0,18.0,1
all_audio/155977701.wav,0.0,3.0,1
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/D6-0_11879/Data/SMM11879_20240529_061400.wav,54.0,57.0,1
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/E6-0_11800/Data/SMM11800_20240430_102700.wav,12.0,15.0,1
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/E7-2_11912/Data/SMM11912_20240503_140500.wav,2271.0,2274.0,1
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/I8-0_11531/Data/SMM11531_20240427_172900.wav,108.0,111.0,1
all_audio/156091641.wav,0.0,3.0,1
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/G8-0_11908/Data/SMM11908_20240521_181600.wav,0.0,3.0,1
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/E6-0_11800/Data/SMM11800_20240430_102700.wav,6.0,9.0,1
all_audio/155552771.wav,9.0,12.0,1
all_audio/5047.wav,9.0,12.0,1
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/D5-4_11471/Data/SMM11471_20240421_113300.wav,21.0,24.0,1
all_audio/5025.wav,24.0,27.0,1
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/G6-0_11452/Data/SMM11452_20240525_101500.wav,0.0,3.0,1
all_audio/5052.wav,6.0,9.0,1
/media/kiwi/datasets/finalized/kaua2024a/PUAI_OS/OS-HPK-04_14371/Data/SMM14371_20240608_091400.wav,225.0,228.0,1
/media/kiwi/datasets/finalized/kaua2024a/PUAI_OS/OS-MOH-02_14373/Data/SMM14373_20240522_071600.wav,123.0,126.0,1
all_audio/5025.wav,30.0,33.0,1
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/E7-2-extra_11917/Data/SMM11917_20240502_162500.wav,102.0,105.0,1
/media/kiwi/datasets/finalized/kaua2024a/PUAI_OS/OS-HPK-14_14282/Data/SMM14282_20240422_093200.wav,81.0,84.0,1
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/D3-0_11534/Data/SMM11534_20240606_111400.wav,93.0,96.0,1
all_audio/156091481.wav,24.0,27.0,1
/media/kiwi/datasets/finalized/kaua2024a/PUAI_OS/OS-HH-13_14348/Data/SMM14348_20240509_082100.wav,156.0,159.0,1
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/D5-4_11471/Data/SMM11471_20240421_113300.wav,21.0,24.0,1
all_audio/156091481.wav,21.0,24.0,1
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/E5-1_11797/Data/SMM11797_20240413_114000.wav,180.0,183.0,1
all_audio/5052.wav,12.0,15.0,1
all_audio/5024.wav,27.0,30.0,1
all_audio/5047.wav,6.0,9.0,1
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/E6-3_11851/Data/SMM11851_20240512_162000.wav,225.0,228.0,1
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/D6-0_11879/Data/SMM11879_20240530_061400.wav,132.0,135.0,1
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/E7-0_11847/Data/SMM11847_20240502_122500.wav,216.0,219.0,1
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/F8-2_11868/Data/SMM11868_20240318_160300.wav,111.0,114.0,1
all_audio/27338.mp3,9.0,12.0,1
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/G6-4_11432/Data/SMM11432_20240422_183200.wav,51.0,54.0,1
all_audio/5024.wav,45.0,48.0,1
all_audio/156091021.wav,15.0,18.0,1
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/E6-0_11800/Data/SMM11800_20240403_164900.wav,117.0,120.0,1
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/I8-0_11531/Data/SMM11531_20240524_101500.wav,90.0,93.0,1
all_audio/5052.wav,33.0,36.0,1
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/E7-2-extra_11917/Data/SMM11917_20240501_122600.wav,3.0,6.0,1
all_audio/156091651.wav,0.0,3.0,1
all_audio/155552771.wav,3.0,6.0,1
all_audio/155993031.wav,0.0,3.0,1
all_audio/155981941.wav,36.0,39.0,1
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/I9-2_11428/Data/SMM11428_20240420_103400.wav,90.0,93.0,1
all_audio/5057.wav,42.0,45.0,1
all_audio/5052.wav,42.0,45.0,1
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/I8-2-additional_11450/Data/SMM11450_20240420_133400.wav,135.0,138.0,1
/media/kiwi/datasets/finalized/kaua2024a/PUAI_OS/OS-MOH-02_14373/Data/SMM14373_20240522_071600.wav,120.0,123.0,1
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/I8-2-additional_11450/Data/SMM11450_20240430_102700.wav,87.0,90.0,1
all_audio/5120.wav,3.0,6.0,1
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/H7-0_11456/Data/SMM11456_20240430_132700.wav,99.0,102.0,1
all_audio/5052.wav,18.0,21.0,1
/media/kiwi/datasets/finalized/kaua2024a/PUAI_OS/OS-HPK-08_14342/Data/SMM14342_20240520_141700.wav,21.0,24.0,1
all_audio/5025.wav,21.0,24.0,1
/media/kiwi/datasets/finalized/kaua2024a/PUAI_OS/OS-UUK-20_11919/Data/SMM11919_20240605_091400.wav,153.0,156.0,1
all_audio/5120.wav,6.0,9.0,1
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/D6-0_11879/Data/SMM11879_20240606_101400.wav,147.0,150.0,1
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/D6-0_11879/Data/SMM11879_20240606_101400.wav,180.0,183.0,1
all_audio/155981941.wav,24.0,27.0,1
/media/kiwi/datasets/finalized/kaua2024a/PUAI_OS/OS-MOH-14_14258/Data/SMM14258_20240503_142500.wav,111.0,114.0,1
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/I7-0_11458/Data/SMM11458_20240401_065000.wav,93.0,96.0,1
/media/kiwi/datasets/finalized/kaua2024a/PUAI_OS/OS-HPK-14_14282/Data/SMM14282_20240422_143200.wav,42.0,45.0,1
all_audio/5052.wav,27.0,30.0,1
/media/kiwi/datasets/finalized/kaua2024a/PUAI_OS/OS-HPK-06_14268/Data/SMM14268_20240521_171600.wav,18.0,21.0,1
all_audio/156095241.wav,12.0,15.0,1
all_audio/155551621.wav,15.0,18.0,1
all_audio/174949.mp3,0.0,3.0,1
all_audio/155981941.wav,48.0,51.0,1
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/E7-2-extra_11917/Data/SMM11917_20240601_171400.wav,30.0,33.0,1
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/I8-0_11531/Data/SMM11531_20240527_181500.wav,6.0,9.0,1
all_audio/155551621.wav,6.0,9.0,1
all_audio/156095241.wav,6.0,9.0,1
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/E6-0_11800/Data/SMM11800_20240523_131600.wav,54.0,57.0,1
all_audio/210206.mp3,0.0,3.0,1
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/E5-1_11797/Data/SMM11797_20240413_114000.wav,180.0,183.0,1
/media/kiwi/datasets/finalized/kaua2024a/PUAI_OS/OS-MOH-08_14243/Data/SMM14243_20240508_102200.wav,198.0,201.0,1
all_audio/155977701.wav,9.0,12.0,1
all_audio/5025.wav,27.0,30.0,1
all_audio/210206.mp3,3.0,6.0,1
all_audio/156091021.wav,0.0,3.0,1
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/E7-2-extra_11917/Data/SMM11917_20240601_161400.wav,48.0,51.0,1
all_audio/5051.wav,27.0,30.0,1
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/H7-3_11436/Data/SMM11436_20240528_181500.wav,222.0,225.0,1
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/H7-3_11436/Data/SMM11436_20240528_181500.wav,228.0,231.0,1
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/D6-0_11879/Data/SMM11879_20240528_061500.wav,129.0,132.0,1
all_audio/156091021.wav,3.0,6.0,1
all_audio/156096611.wav,0.0,3.0,1
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/E6-0_11800/Data/SMM11800_20240430_102700.wav,30.0,33.0,1
/media/kiwi/datasets/finalized/kaua2024a/PUAI_OS/OS-HH-07_14352/Data/SMM14352_20240521_171700.wav,225.0,228.0,1
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/F6-0_11794/Data/SMM11794_20240605_121400.wav,12.0,15.0,1
all_audio/156091021.wav,27.0,30.0,1
all_audio/5025.wav,48.0,51.0,1
all_audio/5052.wav,15.0,18.0,1
all_audio/5057.wav,45.0,48.0,1
all_audio/156091971.wav,0.0,3.0,1
all_audio/155981941.wav,9.0,12.0,1
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/E6-0_11800/Data/SMM11800_20240429_122700.wav,216.0,219.0,1
