file,start_time,end_time,clip_file,clip_start_time,clip_end_time,KAAM_song,comments,ANIA_song,comment,clf_score,deployment_id,deployment_name,project,date,recording_start_time,datetime
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/A1-0_11883/Data/SMM11883_20240322_100000.wav,75,80,mp3/088211_A1-0_11883.mp3,0,5,no,,no,,0.0726,74,A1-0_11883,AKEK_grid,3/22/24,,3/22/24 10:00
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/C5-2-extra_11445/Data/SMM11445_20240424_173100.wav,170,175,mp3/107098_C5-2-extra_11445.mp3,0,5,no,,yes,,4.758,89,C5-2-extra_11445,AKEK_grid,4/24/24,,4/24/24 17:31
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/B3-4_11462/Data/SMM11462_20240422_173200.wav,220,225,mp3/090531_xB3-4_11462.mp3,0,5,no,,no,,-0.531,76,B3-4_11462,AKEK_grid,4/22/24,,4/22/24 17:32
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/E7-2-extra_11917/Data/SMM11917_20240406_184600.wav,145,150,mp3/068381_E7-2-extra_11917.mp3,0,5,no,,no,,-0.01877,59,E7-2-extra_11917,AKEK_grid,4/6/24,,4/6/24 18:46
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/G7-0_11453/Data/SMM11453_20240511_112000.wav,180,185,mp3/074718_G7-0_11453.mp3,0,5,no,,no,,-0.2156,63,G7-0_11453,AKEK_grid,5/11/24,,5/11/24 11:20
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/D3-0_11534/Data/SMM11534_20240527_161500.wav,5,10,mp3/125876_D3-0_11534.mp3,0,5,no,,no,,0.4355,107,D3-0_11534,AKEK_grid,5/27/24,,5/27/24 16:15
/media/kiwi/datasets/finalized/kaua2024a/PUAI_OS/OS-HH-05_11864/Data/SMM11864_20240608_161400.wav,170,175,mp3/042005_OS-HH-05_11864.mp3,0,5,no,,no,,0.675,37,OS-HH-05_11864,PUAI_OS,6/8/24,2024-06-08 16:14:00-10:00,6/8/24 16:14
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/H7-0_11456/Data/SMM11456_20240415_153800.wav,70,75,mp3/121525_H7-0_11456.mp3,0,5,no,,no,,-0.2076,103,H7-0_11456,AKEK_grid,4/15/24,,4/15/24 15:38
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/G5-4_11463/Data/SMM11463_20240421_133300.wav,225,230,mp3/075501_G5-4_11463.mp3,0,5,no,,no,,-1.149,64,G5-4_11463,AKEK_grid,4/21/24,,4/21/24 13:33
/media/kiwi/datasets/finalized/kaua2024a/PUAI_OS/OS-UUK-14_11858/Data/SMM11858_20240528_181500.wav,165,170,mp3/043128_OS-UUK-14_11858.mp3,0,5,no,,uncertain,,0.564,38,OS-UUK-14_11858,PUAI_OS,5/28/24,2024-05-28 18:15:00-10:00,5/28/24 18:15
/media/kiwi/datasets/finalized/kaua2024a/PUAI_OS/OS-HH-15_14252/Data/SMM14252_20240611_051400.wav,225,230,mp3/009253_OS-HH-15_14252.mp3,0,5,no,,no,,-0.1709,8,OS-HH-15_14252,PUAI_OS,6/11/24,2024-06-11 05:14:00-10:00,6/11/24 5:14
/media/kiwi/datasets/finalized/kaua2024a/PUAI_OS/OS-HPK-04_14371/Data/SMM14371_20240529_061500.wav,175,180,mp3/002433_OS-HPK-04_14371.mp3,0,5,no,,yes,,5.14,3,OS-HPK-04_14371,PUAI_OS,5/29/24,2024-05-29 06:15:00-10:00,5/29/24 6:15
/media/kiwi/datasets/finalized/kaua2024a/PUAI_OS/OS-HPK-16_14369/Data/SMM14369_20240420_183400.wav,155,160,mp3/033963_OS-HPK-16_14369.mp3,0,5,no,,no,,0.516,29,OS-HPK-16_14369,PUAI_OS,4/20/24,2024-04-20 18:34:00-10:00,4/20/24 18:34
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/D4-4_11791/Data/SMM11791_20240321_160100.wav,60,65,mp3/127239_D4-4_11791.mp3,0,5,no,,yes,,1.449,108,D4-4_11791,AKEK_grid,3/21/24,,3/21/24 16:01
/media/kiwi/datasets/finalized/kaua2024a/PUAI_OS/OS-HPK-08_14342/Data/SMM14342_20240521_081600.wav,40,45,mp3/006911_OS-HPK-08_14342.mp3,0,5,no,,no,,1.484,6,OS-HPK-08_14342,PUAI_OS,5/21/24,2024-05-21 08:16:00-10:00,5/21/24 8:16
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/B4-4_11443/Data/SMM11443_20240408_064400.wav,155,160,mp3/104093_B4-4_11443.mp3,0,5,no,,no,,-0.1312,87,B4-4_11443,AKEK_grid,4/8/24,,4/8/24 6:44
/media/kiwi/datasets/finalized/kaua2024a/PUAI_OS/OS-MOH-14_14258/Data/SMM14258_20240425_193000.wav,10,15,mp3/027356_OS-MOH-14_14258.mp3,0,5,no,,no,,-0.003717,25,OS-MOH-14_14258,PUAI_OS,4/25/24,2024-04-25 19:30:00-10:00,4/25/24 19:30
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/A1-0_11883/Data/SMM11883_20240425_093000.wav,150,155,mp3/088465_A1-0_11883.mp3,0,5,no,,no,,-0.719,74,A1-0_11883,AKEK_grid,4/25/24,,4/25/24 9:30
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/A3-0_11423/Data/SMM11423_20240511_112100.wav,85,90,mp3/073386_A3-0_11423.mp3,0,5,no,,no,,-0.6855,62,A3-0_11423,AKEK_grid,5/11/24,,5/11/24 11:21
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/H8-4-additional_11467/Data/SMM11467_20240422_083200.wav,10,15,mp3/058929_H8-4-additional_11467.mp3,0,5,no,,no,,-1.34,51,H8-4-additional_11467,AKEK_grid,4/22/24,,4/22/24 8:32
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/E6-0_11800/Data/SMM11800_20240414_143900.wav,145,150,mp3/047618_E6-0_11800.mp3,0,5,no,,no,,-0.2135,42,E6-0_11800,AKEK_grid,4/14/24,2024-04-14 14:39:00-10:00,4/14/24 14:39
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/D6-0_11879/Data/SMM11879_20240423_093200.wav,180,185,mp3/080569_D6-0_11879.mp3,0,5,no,,no,,1.768,67,D6-0_11879,AKEK_grid,4/23/24,,4/23/24 9:32
/media/kiwi/datasets/finalized/kaua2024a/PUAI_OS/OS-MOH-16_14248/Data/SMM14248_20240604_091400.wav,120,125,mp3/044333_OS-MOH-16_14248.mp3,0,5,no,,no,,0.3213,39,OS-MOH-16_14248,PUAI_OS,6/4/24,2024-06-04 09:14:00-10:00,6/4/24 9:14
/media/kiwi/datasets/finalized/kaua2024a/PUAI_OS/OS-HPK-08_14342/Data/SMM14342_20240430_102700.wav,170,175,mp3/005708_OS-HPK-08_14342.mp3,0,5,no,,no,,0.7183,6,OS-HPK-08_14342,PUAI_OS,4/30/24,2024-04-30 10:27:00-10:00,4/30/24 10:27
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/A2-0_11869/Data/SMM11869_20240423_103200.wav,215,220,mp3/065608_A2-0_11869.mp3,0,5,no,,no,,0.708,57,A2-0_11869,AKEK_grid,4/23/24,,4/23/24 10:32
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/I8-2-additional_11450/Data/SMM11450_20240406_124600.wav,95,100,mp3/096876_I8-2-additional_11450.mp3,0,5,no,,no,,1.806,81,I8-2-additional_11450,AKEK_grid,4/6/24,,4/6/24 12:46
/media/kiwi/datasets/finalized/kaua2024a/PUAI_OS/OS-UUK-02_11914/Data/SMM11914_20240609_081400.wav,135,140,mp3/037183_OS-UUK-02_11914.mp3,0,5,no,,no,,0.825,33,OS-UUK-02_11914,PUAI_OS,6/9/24,2024-06-09 08:14:00-10:00,6/9/24 8:14
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/C4-4-extra_11430/Data/SMM11430_20240426_142900.wav,155,160,mp3/124504_C4-4-extra_11430.mp3,0,5,no,,no,,0.966,106,C4-4-extra_11430,AKEK_grid,4/26/24,,4/26/24 14:29
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/A2-4_11918/Data/SMM11918_20240406_114600.wav,135,140,mp3/097825_A2-4_11918.mp3,0,5,no,,no,,-1.12,82,A2-4_11918,AKEK_grid,4/6/24,,4/6/24 11:46
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/I10-0_11451/Data/SMM11451_20240428_092800.wav,225,230,mp3/092228_I10-0_11451.mp3,0,5,no,,no,,0.913,78,I10-0_11451,AKEK_grid,4/28/24,,4/28/24 9:28
/media/kiwi/datasets/finalized/kaua2024a/PUAI_OS/OS-UUK-12_11890/Data/SMM11890_20240601_101400.wav,225,230,mp3/025378_OS-UUK-12_11890.mp3,0,5,no,,no,,-1.01,23,OS-UUK-12_11890,PUAI_OS,6/1/24,2024-06-01 10:14:00-10:00,6/1/24 10:14
/media/kiwi/datasets/finalized/kaua2024a/PUAI_OS/OS-HH-07_14352/Data/SMM14352_20240609_061400.wav,115,120,mp3/023431_OS-HH-07_14352.mp3,0,5,no,,no,,0.1504,21,OS-HH-07_14352,PUAI_OS,6/9/24,2024-06-09 06:14:00-10:00,6/9/24 6:14
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/G9-0_11444/Data/SMM11444_20240416_103700.wav,155,160,mp3/091612_G9-0_11444.mp3,0,5,no,,no,,-0.3157,77,G9-0_11444,AKEK_grid,4/16/24,,4/16/24 10:37
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/B4-0_11437/Data/SMM11437_20240414_123900.wav,215,220,mp3/080928_B4-0_11437.mp3,0,5,no,,no,,-0.01291,69,B4-0_11437,AKEK_grid,4/14/24,,4/14/24 12:39
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/A2-4_11918/Data/SMM11918_20240511_162000.wav,150,155,mp3/097897_A2-4_11918.mp3,0,5,no,,no,,-1.022,82,A2-4_11918,AKEK_grid,5/11/24,,5/11/24 16:20
/media/kiwi/datasets/finalized/kaua2024a/PUAI_OS/OS-MOH-20_14343/Data/SMM14343_20240507_102200.wav,80,85,mp3/046679_OS-MOH-20_14343.mp3,0,5,no,,no,,0.6895,41,OS-MOH-20_14343,PUAI_OS,5/7/24,2024-05-07 10:22:00-10:00,5/7/24 10:22
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/G6-0_11452/Data/SMM11452_20240522_191600.wav,100,105,mp3/063208_G6-0_11452.mp3,0,5,no,,yes,,5.973,56,G6-0_11452,AKEK_grid,5/22/24,,5/22/24 19:16
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/F5-0_11857/Data/SMM11857_20240526_171500.wav,230,235,mp3/112430_F5-0_11857.mp3,0,5,no,,no,,-1.593,95,F5-0_11857,AKEK_grid,5/26/24,,5/26/24 17:15
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/D4-0_11915/Data/SMM11915_20240422_143200.wav,60,65,mp3/100753_D4-0_11915.mp3,0,5,no,,no,,0.5835,85,D4-0_11915,AKEK_grid,4/22/24,,4/22/24 14:32
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/E7-0_11847/Data/SMM11847_20240505_062300.wav,180,185,mp3/049194_E7-0_11847.mp3,0,5,no,,no,,-1.277,43,E7-0_11847,AKEK_grid,5/5/24,2024-05-05 06:23:00-10:00,5/5/24 6:23
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/G6-0_11452/Data/SMM11452_20240502_122500.wav,90,95,mp3/063304_G6-0_11452.mp3,0,5,no,,yes,,6.477,56,G6-0_11452,AKEK_grid,5/2/24,,5/2/24 12:25
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/C2-0_11798/Data/SMM11798_20240609_061400.wav,180,185,mp3/061647_C2-0_11798.mp3,0,5,no,,no,,1.336,54,C2-0_11798,AKEK_grid,6/9/24,,6/9/24 6:14
/media/kiwi/datasets/finalized/kaua2024a/PUAI_OS/OS-HH-09_14234/Data/SMM14234_20240608_121400.wav,95,100,mp3/001132_OS-HH-09_14234.mp3,0,5,no,,no,,0.3533,1,OS-HH-09_14234,PUAI_OS,6/8/24,2024-06-08 12:14:00-10:00,6/8/24 12:14
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/H6-0_11434/Data/SMM11434_20240427_072900.wav,150,155,mp3/082495_H6-0_11434.mp3,0,5,no,,no,,-1.4375,70,H6-0_11434,AKEK_grid,4/27/24,,4/27/24 7:29
/media/kiwi/datasets/finalized/kaua2024a/PUAI_OS/OS-HPK-21_14351/Data/SMM14351_20240505_112300.wav,210,215,mp3/028787_OS-HPK-21_14351.mp3,0,5,no,,no,,-1.067,26,OS-HPK-21_14351,PUAI_OS,5/5/24,2024-05-05 11:23:00-10:00,5/5/24 11:23
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/G8-0_11908/Data/SMM11908_20240520_131700.wav,15,20,mp3/066690_G8-0_11908.mp3,0,5,no,,no,,-0.3079,58,G8-0_11908,AKEK_grid,5/20/24,,5/20/24 13:17
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/C4-4-extra_11430/Data/SMM11430_20240330_145200.wav,90,95,mp3/125044_C4-4-extra_11430.mp3,0,5,no,,yes,,3.191,106,C4-4-extra_11430,AKEK_grid,3/30/24,,3/30/24 14:52
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/F5-0_11857/Data/SMM11857_20240517_191800.wav,215,220,mp3/112529_F5-0_11857.mp3,0,5,no,,no,,-1.841,95,F5-0_11857,AKEK_grid,5/17/24,,5/17/24 19:18
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/B3-0_11550/Data/SMM11550_20240418_173600.wav,170,175,mp3/056021_B3-0_11550.mp3,0,5,no,,no,,-1.683,48,B3-0_11550,AKEK_grid,4/18/24,2024-04-18 17:36:00-10:00,4/18/24 17:36
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/C5-0_11906/Data/SMM11906_20240331_065100.wav,160,165,mp3/123021_C5-0_11906.mp3,0,5,no,,no,,2.607,104,C5-0_11906,AKEK_grid,3/31/24,,3/31/24 6:51
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/A2-0_11869/Data/SMM11869_20240417_133700.wav,125,130,mp3/066573_A2-0_11869.mp3,0,5,no,,no,,-0.916,57,A2-0_11869,AKEK_grid,4/17/24,,4/17/24 13:37
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/E5-1_11797/Data/SMM11797_20240423_123200.wav,75,80,mp3/057568_E5-1_11797.mp3,0,5,no,,no,,-0.879,49,E5-1_11797,AKEK_grid,4/23/24,2024-04-23 12:32:00-10:00,4/23/24 12:32
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/D6-0_11879/Data/SMM11879_20240321_160100.wav,190,195,mp3/079585_D6-0_11879.mp3,0,5,no,,yes,,3.586,67,D6-0_11879,AKEK_grid,3/21/24,,3/21/24 16:01
/media/kiwi/datasets/finalized/kaua2024a/PUAI_OS/OS-MOH-14_14258/Data/SMM14258_20240530_171400.wav,135,140,mp3/027250_OS-MOH-14_14258.mp3,0,5,no,,no,,0.967,25,OS-MOH-14_14258,PUAI_OS,5/30/24,2024-05-30 17:14:00-10:00,5/30/24 17:14
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/F6-0_11794/Data/SMM11794_20240602_081400.wav,150,155,mp3/050794_F6-0_11794.mp3,0,5,no,,no,,-1.488,44,F6-0_11794,AKEK_grid,6/2/24,2024-06-02 08:14:00-10:00,6/2/24 8:14
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/F6-0_11794/Data/SMM11794_20240507_082200.wav,160,165,mp3/050439_F6-0_11794.mp3,0,5,no,,no,,-1.451,44,F6-0_11794,AKEK_grid,5/7/24,2024-05-07 08:22:00-10:00,5/7/24 8:22
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/I8-0_11531/Data/SMM11531_20240414_143900.wav,130,135,mp3/095270_I8-0_11531.mp3,0,5,no,,no,,1.115,80,I8-0_11531,AKEK_grid,4/14/24,,4/14/24 14:39
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/B3-0_11550/Data/SMM11550_20240419_063500.wav,155,160,mp3/055713_B3-0_11550.mp3,0,5,no,,no,,-1.219,48,B3-0_11550,AKEK_grid,4/19/24,2024-04-19 06:35:00-10:00,4/19/24 6:35
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/E6-0_11800/Data/SMM11800_20240316_060500.wav,185,190,mp3/048484_E6-0_11800.mp3,0,5,no,,no,,0.102,42,E6-0_11800,AKEK_grid,3/16/24,2024-03-16 06:05:00-10:00,3/16/24 6:05
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/H6-4_11454/Data/SMM11454_20240504_122400.wav,165,170,mp3/116374_H6-4_11454.mp3,0,5,no,,no,,-0.8486,98,H6-4_11454,AKEK_grid,5/4/24,,5/4/24 12:24
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/H7-0_11456/Data/SMM11456_20240426_072900.wav,20,25,mp3/121840_H7-0_11456.mp3,0,5,no,,no,,0.1265,103,H7-0_11456,AKEK_grid,4/26/24,,4/26/24 7:29
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/D3-4-additional_11429/Data/SMM11429_20240315_190600.wav,35,40,mp3/110007_D3-4-additional_11429.mp3,0,5,no,,no,,-0.4897,92,D3-4-additional_11429,AKEK_grid,3/15/24,,3/15/24 19:06
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/G5-0_11460/Data/SMM11460_20240510_072100.wav,85,90,mp3/099303_G5-0_11460.mp3,0,5,no,,no,,-0.2058,84,G5-0_11460,AKEK_grid,5/10/24,,5/10/24 7:21
/media/kiwi/datasets/finalized/kaua2024a/PUAI_OS/OS-HH-19_14347/Data/SMM14347_20240618_191500.wav,95,100,mp3/021749_OS-HH-19_14347.mp3,0,5,no,,no,,-1.002,19,OS-HH-19_14347,PUAI_OS,6/18/24,2024-06-18 19:15:00-10:00,6/18/24 19:15
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/D3-0_11534/Data/SMM11534_20240515_121900.wav,230,235,mp3/126177_D3-0_11534.mp3,0,5,no,,no,,-0.5205,107,D3-0_11534,AKEK_grid,5/15/24,,5/15/24 12:19
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/F8-2_11868/Data/SMM11868_20240417_173600.wav,210,215,mp3/113843_F8-2_11868.mp3,0,5,no,,no,,-0.2434,96,F8-2_11868,AKEK_grid,4/17/24,,4/17/24 17:36
/media/kiwi/datasets/finalized/kaua2024a/PUAI_OS/OS-UUK-08_11899/Data/SMM11899_20240606_081400.wav,30,35,mp3/017540_OS-UUK-08_11899.mp3,0,5,no,,no,,1.054,16,OS-UUK-08_11899,PUAI_OS,6/6/24,2024-06-06 08:14:00-10:00,6/6/24 8:14
/media/kiwi/datasets/finalized/kaua2024a/PUAI_OS/OS-HH-05_11864/Data/SMM11864_20240607_111400.wav,10,15,mp3/041798_OS-HH-05_11864.mp3,0,5,no,,no,,0.0293,37,OS-HH-05_11864,PUAI_OS,6/7/24,2024-06-07 11:14:00-10:00,6/7/24 11:14
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/G6-0_11452/Data/SMM11452_20240504_142400.wav,120,125,mp3/063120_G6-0_11452.mp3,0,5,no,,no,,3.643,56,G6-0_11452,AKEK_grid,5/4/24,,5/4/24 14:24
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/D3-0_11534/Data/SMM11534_20240603_191400.wav,200,205,mp3/126246_D3-0_11534.mp3,0,5,no,,no,,-0.03827,107,D3-0_11534,AKEK_grid,6/3/24,,6/3/24 19:14
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/A3-0_11423/Data/SMM11423_20240424_133100.wav,235,240,mp3/072510_A3-0_11423.mp3,0,5,no,,no,,-1.01,62,A3-0_11423,AKEK_grid,4/24/24,,4/24/24 13:31
/media/kiwi/datasets/finalized/kaua2024a/PUAI_OS/OS-HH-07_14352/Data/SMM14352_20240528_131500.wav,230,235,mp3/023680_OS-HH-07_14352.mp3,0,5,no,,yes,,1.864,21,OS-HH-07_14352,PUAI_OS,5/28/24,2024-05-28 13:15:00-10:00,5/28/24 13:15
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/I9-2_11428/Data/SMM11428_20240501_162600.wav,5,10,mp3/061986_I9-2_11428.mp3,0,5,no,,yes,,4.434,55,I9-2_11428,AKEK_grid,5/1/24,,5/1/24 16:26
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/E5-0_11439/Data/SMM11439_20240503_152500.wav,160,165,mp3/054571_E5-0_11439.mp3,0,5,no,,no,,-0.2373,47,E5-0_11439,AKEK_grid,5/3/24,2024-05-03 15:25:00-10:00,5/3/24 15:25
/media/kiwi/datasets/finalized/kaua2024a/PUAI_OS/OS-UUK-18_11893/Data/SMM11893_20240609_051400.wav,210,215,mp3/017094_OS-UUK-18_11893.mp3,0,5,no,,no,,1.898,15,OS-UUK-18_11893,PUAI_OS,6/9/24,2024-06-09 05:14:00-10:00,6/9/24 5:14
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/C5-2-extra_11445/Data/SMM11445_20240412_084100.wav,40,45,mp3/106372_C5-2-extra_11445.mp3,0,5,no,,no,,-0.51,89,C5-2-extra_11445,AKEK_grid,4/12/24,,4/12/24 8:41
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/C5-0_11906/Data/SMM11906_20240414_183900.wav,40,45,mp3/123520_C5-0_11906.mp3,0,5,no,,no,,-0.0974,104,C5-0_11906,AKEK_grid,4/14/24,,4/14/24 18:39
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/E5-0_11439/Data/SMM11439_20240328_125400.wav,155,160,mp3/054351_E5-0_11439.mp3,0,5,no,,no,,-0.555,47,E5-0_11439,AKEK_grid,3/28/24,2024-03-28 12:54:00-10:00,3/28/24 12:54
/media/kiwi/datasets/finalized/kaua2024a/PUAI_OS/OS-HH-21_14294/Data/SMM14294_20240619_181500.wav,0,5,mp3/010603_OS-HH-21_14294.mp3,0,5,no,,no,,0.0596,10,OS-HH-21_14294,PUAI_OS,6/19/24,2024-06-19 18:15:00-10:00,6/19/24 18:15
/media/kiwi/datasets/finalized/kaua2024a/PUAI_OS/OS-UUK-20_11919/Data/SMM11919_20240512_072000.wav,105,110,mp3/007447_OS-UUK-20_11919.mp3,0,5,no,,no,,-0.9844,7,OS-UUK-20_11919,PUAI_OS,5/12/24,2024-05-12 07:20:00-10:00,5/12/24 7:20
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/B2-1-extra_11792/Data/SMM11792_20240408_084400.wav,90,95,mp3/105008_B2-1-extra_11792.mp3,0,5,no,,no,,-0.09656,88,B2-1-extra_11792,AKEK_grid,4/8/24,,4/8/24 8:44
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/D5-4_11471/Data/SMM11471_20240329_115300.wav,225,230,mp3/052202_D5-4_11471.mp3,0,5,no,,no,,0.01784,46,D5-4_11471,AKEK_grid,3/29/24,2024-03-29 11:53:00-10:00,3/29/24 11:53
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/I7-0_11458/Data/SMM11458_20240417_093600.wav,105,110,mp3/077374_I7-0_11458.mp3,0,5,no,,yes,,3.271,65,I7-0_11458,AKEK_grid,4/17/24,,4/17/24 9:36
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/B4-4_11443/Data/SMM11443_20240415_153800.wav,75,80,mp3/103487_B4-4_11443.mp3,0,5,uncertain,,no,,-0.257,87,B4-4_11443,AKEK_grid,4/15/24,,4/15/24 15:38
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/G7-0_11453/Data/SMM11453_20240426_082900.wav,15,20,mp3/074120_G7-0_11453.mp3,0,5,no,,no,,0.2302,63,G7-0_11453,AKEK_grid,4/26/24,,4/26/24 8:29
/media/kiwi/datasets/finalized/kaua2024a/PUAI_OS/OS-MOH-06_14249/Data/SMM14249_20240605_111400.wav,210,215,mp3/038522_OS-MOH-06_14249.mp3,0,5,no,,no,,-1.18,34,OS-MOH-06_14249,PUAI_OS,6/5/24,2024-06-05 11:14:00-10:00,6/5/24 11:14
/media/kiwi/datasets/finalized/kaua2024a/AKEK_grid/F5-4_11910/Data/SMM11910_20240603_111400.wav,5,10,mp3/070984_F5-4_11910.mp3,0,5,no,,no,,-0.601,61,F5-4_11910,AKEK_grid,6/3/24,,6/3/24 11:14
